id,addtime,title,imgurl,jiage,qipi,turnover,xunjia,seller,address,pingjia,leibie,city,tags,xqurl
74,2026-04-29 10:38:24,鹅  白条鹅  5只心肝仔鹅,"https://image.cnhnb.com/image/jpg/head/2023/03/17/f55939fed3c44286a38de66995905e96.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",190.0,1箱起批,2,795,东徽禽业,山东省济南市历城区,2,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/7635693/
76,2026-04-29 10:38:29,白条鹅   二光仔鹅   8只二光仔鹅,"https://image.cnhnb.com/image/jpeg/head/2023/03/06/295a47f12f6642ea99814a77255f5752.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",235.0,1箱起批,0,795,东徽禽业,山东省济南市历城区,0,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/7615806/
91,2026-04-29 10:38:24,白条老鹅  散养老鹅  6只心肝老鹅,"https://image.cnhnb.com/transcode/video/mp4/head/2023/03/09/d2811f7b88c74029b7d8d1591237b319.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",375.0,1箱起批,0,795,东徽禽业,山东省济南市历城区,0,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/7621088/
97,2026-04-29 10:38:20,鹅 白条鹅 中鹅 6只中鹅,"https://image.cnhnb.com/transcode/video/mp4/head/2023/03/21/2c0a76462bbb4e7db3773dc05e41f385.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",335.0,1箱起批,2,795,东徽禽业,山东省济南市历城区,2,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/7642998/
102,2026-04-29 10:38:27,黑棕鹅，老鹅草鹅,"https://video.cnhnb.com/change/video/tos/pro/mp4/details/2025/05/10/6f5209b1c2774f2e94ef5ca5354a74a3.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",10.8,10斤起批,0,318,味鲜鹅食品店,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8554113/
108,2026-04-29 10:38:20,全年供应批发新鲜黑棕鹅适用于各大酒楼茶餐厅烧腊档的原材料,"https://image.cnhnb.com/image/jpg/head/2022/07/11/3a70937f9cb1462eb6da576f8fba6b78.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",16.0,50斤起批,9,623,裕鹅记食品有限公司,广东省佛山市南海区,9,禽畜肉蛋,佛山,部分包邮,https://www.cnhnb.com/gongying/7144787/
124,2026-04-29 10:38:24,新鲜鹅块：鹅煲专用4.5-5.5斤一包50元/包,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/08/21/71ed187b63804278bf14d1b96fdcb9f3.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",60.0,10包起批,0,318,味鲜鹅食品店,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8635702/
128,2026-04-29 10:38:22,白条仔鹅 冷冻仔鹅 6只心肝仔鹅,"https://image.cnhnb.com/transcode/video/mp4/head/2023/03/28/7a03585a0640439b819a698eb9c69f1d.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",185.0,1箱起批,15,795,东徽禽业,山东省济南市历城区,15,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/7642931/
129,2026-04-29 10:38:20,"二光仔鹅  东北二光仔鹅
新鲜优质白条鹅 山东济南直发","https://image.cnhnb.com/image/jpg/head/2023/02/04/d5b3e9434f0b40a98bbdcafe050453cd.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",236.0,1箱起批,1,795,东徽禽业,山东省济南市历城区,1,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/7561107/
136,2026-04-29 10:38:27,速冻鹅8斤上118元/只烧鹅专用原材料,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/09/25/41cb095a0b9c43e39c1ed2b7ae49e82f.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",105.0,10只起批,0,318,味鲜鹅食品店,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8660220/
140,2026-04-29 10:38:22,广东清远黑棕鹅,"https://image.cnhnb.com/change/image/tos/pro/png/details/2026/03/18/4333a034af354e6098f7413cad792fac.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",11.8,100斤起批,0,29,鹅场直销,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8761507/
141,2026-04-29 10:38:23,老鹅散养土鹅正宗土鹅雁鹅农家散养新鲜美味现宰现发,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/09/04/48ec3630a9be4eff981973af1094296e.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",175.5,1只起批,0,3748,长兴生鲜农场,山东省滨州市邹平市,0,禽畜肉蛋,邹平市,货版一致,https://www.cnhnb.com/gongying/8645199/
170,2026-04-29 10:38:23,黑棕鹅老鹅,"https://video.cnhnb.com/change/video/tos/pro/mp4/details/2025/05/07/c6cf5efae6c748f38aa1856f5d82b69b.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",9.1,100斤起批,1,430,桂昇黑棕鹅批发,广东省佛山市南海区,1,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8551363/
171,2026-04-29 10:38:22,广东黑棕鹅清远烧鹅冷冻整只乌鬃鹅,"https://image.cnhnb.com/change/image/tos/pro/jpg/head/2025/05/19/6eba0ff335fa4eb9af5d8c66167f78ca.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",82.0,10只起批,0,318,味鲜鹅食品店,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8562109/
172,2026-04-29 10:38:29,老鹅—白条鹅，老鹅白条，草鹅白条,"https://image.cnhnb.com/image/png/head/2021/10/14/c8ec333368ad4db0a6433a79db1f8d5f.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",420.0,10箱起批,0,1938,极可途冷鲜食品,江苏省苏州市昆山市,0,禽畜肉蛋,昆山市,货版一致,https://www.cnhnb.com/gongying/6705580/
173,2026-04-29 10:38:20,广东黑棕鹅，烧鹅胚，烤鹅胚,"https://image.cnhnb.com/image/jpg/2023/08/13/352a60e6300b4998a86220bf694b1f99.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",11.0,40斤起批,0,1938,极可途冷鲜食品,江苏省苏州市昆山市,0,禽畜肉蛋,昆山市,货版一致,https://www.cnhnb.com/gongying/7882061/
180,2026-04-29 10:38:29,广东鲜黑棕鹅 精品速冻,"https://image.cnhnb.com/image/jpg/head/2023/04/17/132902cae282436c81e99a60fa8be4c3.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",11.8,100斤起批,2,430,桂昇黑棕鹅批发,广东省佛山市南海区,2,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/7691024/
193,2026-04-29 10:38:30,批发老鹅  批发白条鹅  批发鲜冻大鹅  批发东北大鹅,"https://image.cnhnb.com/image/jpeg/head/2019/10/12/798970dfdbe840ef9b3149f9dcf6fdd7.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",199.0,1箱起批,0,1046,济宁汇品食品有限公司,山东省济南市历下区,0,禽畜肉蛋,济南,包邮,https://www.cnhnb.com/gongying/4704016/
223,2026-04-29 10:38:29,东北黑龙江林口散养大白鹅大三花,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2025/02/08/effed15b723c4084afc6a08ab1e35455.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",16.0,39斤起批,0,3,黑龙江牡丹江林口鹅业,黑龙江省牡丹江市东安区,0,禽畜肉蛋,牡丹江,部分包邮,https://www.cnhnb.com/gongying/8477835/
225,2026-04-29 10:38:23,广东黑棕鹅6—9斤鲜杀,"https://image.cnhnb.com/change/image/tos/pro/jpeg/details/2024/02/29/6cf1517a104041e287e42aabdfe3af7a.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",17.5,100斤起批,0,54,依依三鸟批发,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8150270/
237,2026-04-29 10:38:25,白条鹅  广东黑粽鹅，光鹅，鲜鹅，烧腊,"https://image.cnhnb.com/image/png/head/2021/07/13/22b4240f23e14c26829c1779b0ba900e.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",21.5,30斤起批,3,319,粤膳三鸟,广东省佛山市南海区,3,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/5671291/
240,2026-04-29 10:38:23,海口区域【光鹅】【光鸡】【光鸭】配送,"https://image.cnhnb.com/image/png/head/2020/11/17/99f2e6e771e94491b8b806ffafe8a22a.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",15.0,1斤起批,0,744,优品良禽,海南省海口市美兰区,0,禽畜肉蛋,海口,货版一致,https://www.cnhnb.com/gongying/5962560/
242,2026-04-29 10:38:26,正宗黑棕鹅烧鹅醉鹅卤鹅专用鹅大小规格齐全，优惠批发，需要联系,"https://image.cnhnb.com/change/image/tos/pro/jpeg/head/2025/02/10/4c78d5e8884a45cea653020746b08514.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",15.0,50斤起批,0,2,旺德福生鲜业,广东省佛山市南海区,0,禽畜肉蛋,佛山,部分包邮,https://www.cnhnb.com/gongying/8479064/
247,2026-04-29 10:38:23,广东黑棕鹅清远乌棕鹅棚鹅光鹅冰鲜,"https://image.cnhnb.com/image/jpeg/head/2021/07/03/6b591fc959374ce4b4e0cb982d2cf092.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",13.8,70斤起批,2,10,生鲜屠场,广东省东莞市东莞市,2,禽畜肉蛋,东莞市,货版一致,https://www.cnhnb.com/gongying/6485426/
275,2026-04-29 10:38:25,自家散养大鹅品种霍三鹅,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2026/01/22/aaf629b9d7244f1a805bc7799781f09e.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",14.0,10斤起批,0,0,丰鹅园白条鹅,内蒙古自治区呼伦贝尔市扎兰屯市,0,禽畜肉蛋,扎兰屯市,包邮,https://www.cnhnb.com/gongying/8736399/
322,2026-04-29 10:38:27,茅山老鹅，白条鹅，盐水鹅，咸鹅，清蒸好食材,"https://image.cnhnb.com/image/png/head/2017/11/30/8522bfdb2b2c4338a8711d037ddf14a5.png?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",45.0,1个起批,85,2121,茅山老鹅,江苏省镇江市句容市,85,禽畜肉蛋,句容市,货版一致,https://www.cnhnb.com/gongying/2901067/
351,2026-04-29 10:38:23,潮汕,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/05/22/78ec5aeef7e34bf0ba44b0f6d3efcb29.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",20.0,100斤起批,0,219,牛大侠鲜牛坊,广东省汕头市龙湖区,0,禽畜肉蛋,汕头,货版一致,https://www.cnhnb.com/gongying/8255968/
390,2026-04-29 10:38:27,白条鹅 新鲜,"https://image.cnhnb.com/image/jpeg/head/2018/12/23/4b03066b883d4fac89ddca6da07f6e0a.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",40.0,10斤起批,0,9,杭锦旗新辉种养殖专业合作社,内蒙古自治区鄂尔多斯市杭锦旗,0,禽畜肉蛋,杭锦旗,部分包邮,https://www.cnhnb.com/gongying/3773124/
391,2026-04-29 10:38:22,发酵牧草生态,"https://image.cnhnb.com/image/jpeg/head/2019/12/04/d86b65096ce343168cfeec6aa71984d1.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",54.2,1包起批,0,67,贵州黔旭农业发展有限责任公司,安徽省亳州市蒙城县,0,禽畜肉蛋,蒙城县,包邮,https://www.cnhnb.com/gongying/4898941/
393,2026-04-29 10:38:30,类 简加工,"https://image.cnhnb.com/image/jpeg/head/2019/12/24/8175004e68a74277be529b005f1e8cc7.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",32.0,50斤起批,0,3,肥西县官亭镇旭润养殖场,安徽省合肥市肥西县,0,禽畜肉蛋,肥西县,部分包邮,https://www.cnhnb.com/gongying/4962817/
401,2026-04-29 10:38:27,类 武夷山水“岚谷熏鹅”非物质文化遗产,"https://image.cnhnb.com/image/jpg/head/2019/10/17/ab2df78b66924219835701b169fba46f.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",198.0,1个起批,0,2,福建朴货农业发展有限公司,福建省南平市邵武市,0,禽畜肉蛋,邵武市,部分包邮,https://www.cnhnb.com/gongying/4723213/
449,2026-04-29 10:38:30,广东黑棕鹅,"https://image.cnhnb.com/image/jpeg/head/2021/06/17/f38fb573ccc74f75b1ba4340f28abce7.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",19.5,100斤起批,0,23,佛山市南海区粤桂康光鹅店,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/6448579/
469,2026-04-29 10:38:23,黑棕鹅,"https://image.cnhnb.com/image/jpg/2023/09/18/3481cdea84a746b3891a1d3ac266949e.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",13.0,100斤起批,0,4,鹅供销三鸟生鲜,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/7938178/
471,2026-04-29 10:38:30,A级烧腊,"https://image.cnhnb.com/image/jpg/2023/11/23/060ca7f698f64703be64174178cab215.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",16.8,100斤起批,0,5,唐欣凤鲜鹅,广东省佛山市南海区,0,禽畜肉蛋,佛山,部分包邮,https://www.cnhnb.com/gongying/8058592/
472,2026-04-29 10:38:24,白条鹅大量有售！,"https://image.cnhnb.com/image/jpg/head/2021/09/18/68f1e5ac1e8d4b59b3d10336f4693e22.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",12.0,1000斤起批,0,905,武汉瑞丰鹅业,湖北省武汉市黄陂区,0,禽畜肉蛋,武汉,货版一致,https://www.cnhnb.com/gongying/6652196/
488,2026-04-29 10:38:20,广东黑棕鹅新鲜棚鹅光鹅冰鲜鹅冰冷急冻,"https://image.cnhnb.com/image/jpg/head/2023/04/17/514578a7640b4a33aa495bd0aea41d0a.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",14.0,50斤起批,0,115,茂名束广农产生鲜,广东省广州市白云区,0,禽畜肉蛋,广州,部分包邮,https://www.cnhnb.com/gongying/7689554/
516,2026-04-29 10:38:26,乌鬃鹅,"https://image.cnhnb.com/image/jpg/head/2021/09/19/6e94808f90e14300bce1a5be98e5587b.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",18.0,75斤起批,0,434,新鲜三鸟,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/6654204/
520,2026-04-29 10:38:27,广东清远黑棕鹅新鲜现杀酒席酒店专用烧腊茶餐厅炆鹅专用6-7斤,"https://image.cnhnb.com/change/image/tos/pro/jpeg/details/2024/08/15/e34fe6fe87ba47ad9df63675c9a65d06.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",15.0,50斤起批,0,0,高昇黑棕鹅直营中心,广东省佛山市南海区,0,禽畜肉蛋,佛山,货版一致,https://www.cnhnb.com/gongying/8342499/
523,2026-04-29 10:38:25,东北农家雁,"https://image.cnhnb.com/image/jpeg/head/2023/01/12/6f3d2e647d11444a82b8545b294e2b3a.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",268.0,1只起批,0,13,郑氏驴肉批发,辽宁省大连市甘井子区,0,禽畜肉蛋,大连,部分包邮,https://www.cnhnb.com/gongying/7535629/
532,2026-04-29 10:38:27,鹅体/烧鹅鹅体/鹅胚/鹅体,"https://video.cnhnb.com/change/video/tos/pro/mp4/details/2025/07/25/1323f08dc0a146e49bd11ee4e7f1d00b.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",7.0,100斤起批,0,20,旭娜法式鹅肝,安徽省合肥市肥东县,0,禽畜肉蛋,肥东县,包邮,https://www.cnhnb.com/gongying/8615444/
542,2026-04-29 10:38:23,新鲜冷冻优质6只7只净膛二光鹅白条鹅红烧鹅盐水鹅毛重整箱40,"https://image.cnhnb.com/image/jpeg/head/2023/01/04/61f80095b9d0438d84e00a215ad77f87.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",420.0,500件起批,0,86,思乐牧业,广东省广州市番禺区,0,禽畜肉蛋,广州,包邮,https://www.cnhnb.com/gongying/7535911/
649,2026-04-29 10:38:27,新鲜冷冻优质6只7只净膛二光鹅白条鹅红烧鹅盐水鹅毛重整箱40,"https://image.cnhnb.com/image/jpeg/head/2023/01/06/3f0366f803964a5fb0765b9bd6055275.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",420.0,500件起批,0,16,王亚华的店,山东省青岛市崂山区,0,禽畜肉蛋,青岛,包邮,https://www.cnhnb.com/gongying/7538078/
684,2026-04-29 10:38:22,广东正棕清远黑棕鹅，可以做烧腊、可以火焰醉鹅，量大从优,"https://image.cnhnb.com/image/jpg/head/2022/12/19/222321abe01c4d8fa41a514ab891b181.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",16.5,100斤起批,0,4,刘氏生鲜农副产品,广东省佛山市南海区,0,禽畜肉蛋,佛山,包邮,https://www.cnhnb.com/gongying/7480659/
689,2026-04-29 10:38:24,,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/01/19/96337f755d9b4cdcb391f881a524dd43.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",6.5,2000斤起批,0,4,木林森食品店,安徽省合肥市肥东县,0,禽畜肉蛋,肥东县,包邮,https://www.cnhnb.com/gongying/8122835/
702,2026-04-29 10:38:30,类 肉鹅,"https://image.cnhnb.com/image/jpeg/head/2019/10/09/c958893a1415460e8ca76115ca2010e9.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",9.0,2500斤起批,0,31,孙大妮的店,安徽省宿州市砀山县,0,禽畜肉蛋,砀山县,部分包邮,https://www.cnhnb.com/gongying/4689695/
740,2026-04-29 10:38:22,白条鹅,"https://image.cnhnb.com/change/image/tos/pro/jpg/details/2024/10/18/2e3a275bfd054d4eb14f347ff1c245f4.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",10.0,300斤起批,0,3,三哥鸡鸭批发,贵州省遵义市红花岗区,0,禽畜肉蛋,遵义,部分包邮,https://www.cnhnb.com/gongying/8396314/
758,2026-04-29 10:38:30,,"https://video.cnhnb.com/change/video/tos/pro/mp4/details/2024/10/10/fd8ac2a22df6455cb922e384adff3895.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",260.0,1件起批,0,0,白天鹅,云南省大理白族自治州大理市,0,禽畜肉蛋,大理市,包邮,https://www.cnhnb.com/gongying/8389266/
887,2026-04-29 10:38:27,类 孙家老鹅东北雪地老鹅40种中草药精心制作,"https://image.cnhnb.com/image/jpeg/head/2020/04/03/5dc656eef67548ea9ddd5070dab15c2b.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",108.0,1个起批,0,8,延吉市孙家老鹅店,吉林省延边朝鲜族自治州延吉市,0,禽畜肉蛋,延吉市,部分包邮,https://www.cnhnb.com/gongying/5233582/
898,2026-04-29 10:38:27,每天现杀新鲜,"https://image.cnhnb.com/image/jpg/head/2021/10/20/737f3ab3e12b4a508d589426065cba91.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",12.5,100斤起批,0,4,鹅系列,重庆市重庆市铜梁区,0,禽畜肉蛋,重庆市,包邮,https://www.cnhnb.com/gongying/6719553/
917,2026-04-29 10:38:20,新鲜冷冻优质6只7只净膛二光鹅白条鹅红烧鹅盐水鹅毛重整箱40,"https://image.cnhnb.com/image/jpeg/head/2023/01/03/0e63bd073b8a4681a9b9686fa2fb25d9.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",420.0,500件起批,0,111,柏俊峰的店,湖北省恩施土家族苗族自治州恩施市,0,禽畜肉蛋,恩施市,包邮,https://www.cnhnb.com/gongying/7535176/
922,2026-04-29 10:38:23,类 新鲜,"https://image.cnhnb.com/image/jpeg/head/2020/01/20/b3922c1e419d43d1a3bd1b5872cd0a92.jpeg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",20.0,1斤起批,0,4,丁瑞文的店,安徽省六安市裕安区,0,禽畜肉蛋,六安,包邮,https://www.cnhnb.com/gongying/5021024/
926,2026-04-29 10:38:25,鹅胗  仔鹅胗   中鹅胗  老鹅胗,"https://image.cnhnb.com/image/jpg/head/2023/03/01/43ddedcc1d0042f4bf74e6e0facaa6d3.jpg?x-tos-process=image/resize,m_fill,w_525,h_525/interlace,1/quality,q_100/format,jpg",292.0,1箱起批,2,795,东徽禽业,山东省济南市历城区,2,禽畜肉蛋,济南,货版一致,https://www.cnhnb.com/gongying/7605706/
